goal,foul,corner,offside,yellow_card,red_card,penalty,fastbreak,attempt_1,attempt_2,attempt_3,attempt_4,attempt_5,attempt_6,attempt_7,attempt_8,attempt_9,attempt_10,attempt_11,attempt_12,attempt_13,attempt_14,attempt_15,attempt_16,attempt_17,attempt_18,attempt_19,country
1,23,9,7,3,0,0,0,0,0,5,0,0,0,1,0,1,0,2,0,0,0,12,0,0,0,0,england
6,19,14,4,2,1,0,0,0,0,3,0,0,0,0,0,4,0,1,1,2,1,5,0,0,0,0,england
1,21,23,4,1,0,0,0,0,0,13,0,0,0,0,0,3,0,1,0,0,0,14,0,0,0,0,england
6,13,12,8,2,0,0,0,0,0,13,0,0,0,0,0,5,1,3,0,1,0,13,0,0,0,0,england
5,15,15,5,2,2,0,0,0,0,9,0,0,0,0,0,0,0,2,1,0,0,12,0,0,0,2,england
0,10,17,7,1,0,0,0,0,0,8,0,0,0,0,3,6,0,4,0,0,0,8,0,0,0,0,england
2,19,10,7,3,0,0,0,0,0,7,0,0,0,1,0,2,1,0,0,0,0,8,0,0,0,0,england
5,22,16,2,8,0,0,0,0,0,2,0,0,0,0,0,3,2,5,0,2,0,15,0,0,0,2,england
3,21,9,2,5,0,2,0,0,0,4,0,0,1,1,0,2,0,2,0,0,2,6,1,1,0,0,france
2,27,16,6,9,0,0,0,0,0,9,0,0,0,1,1,2,1,1,2,0,0,13,0,0,0,2,italy
4,18,11,1,2,0,0,0,0,0,7,0,0,0,1,0,3,0,2,0,1,0,12,0,0,0,0,england
0,22,18,3,3,0,0,0,0,0,6,0,0,0,0,0,4,0,4,0,0,0,10,0,0,0,0,spain
6,16,10,3,2,0,0,0,0,0,6,0,0,0,0,0,3,0,2,0,3,0,9,0,0,0,1,england
4,27,8,6,1,0,1,0,0,0,4,0,0,0,0,0,4,1,3,0,1,1,13,0,2,0,0,italy
3,37,10,5,8,0,0,0,0,0,7,0,0,0,0,1,2,0,0,1,1,0,9,0,0,1,0,spain
2,24,7,5,5,0,0,0,0,0,8,0,0,0,0,0,3,0,2,1,1,1,9,1,0,0,0,england
7,29,8,6,5,0,0,0,0,0,9,0,0,1,1,0,2,0,3,1,0,0,14,0,0,0,0,spain
2,17,13,9,4,0,1,0,0,0,12,0,0,0,0,0,1,0,1,0,0,1,7,0,0,0,0,spain
3,21,5,6,0,0,2,0,0,0,5,0,0,0,1,0,0,0,1,0,0,1,10,0,0,0,1,england
1,28,6,5,4,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,france
6,12,15,3,4,0,2,0,0,0,8,0,0,0,0,2,3,0,4,1,0,2,10,1,0,0,0,france
4,23,14,7,5,1,0,0,0,0,7,0,0,0,0,0,2,0,2,0,0,0,5,0,0,0,1,france
3,12,7,2,1,0,0,0,0,0,8,0,0,0,1,0,4,1,2,1,0,0,13,1,0,0,0,england
5,19,14,4,2,0,0,0,0,0,6,0,0,0,1,0,2,1,3,1,1,1,15,0,0,0,0,england
3,20,8,5,2,0,2,0,0,0,6,0,0,1,0,0,3,0,3,0,1,1,10,0,0,0,0,england
6,27,13,2,2,0,1,0,0,0,8,0,0,1,0,0,4,0,5,0,1,1,15,2,2,0,1,italy
1,31,9,4,3,0,0,0,0,0,3,0,0,0,0,1,2,0,4,0,0,0,14,0,0,0,0,france
1,18,9,9,1,0,0,0,0,0,7,0,0,0,0,0,3,3,0,0,0,0,7,0,1,0,0,france
4,21,5,4,2,0,0,0,0,0,9,0,0,1,1,0,2,0,3,0,1,0,10,1,0,0,0,france
2,37,13,10,6,0,0,0,0,0,7,0,0,0,0,0,1,0,4,0,0,0,6,0,0,0,0,italy
1,34,9,3,4,0,0,0,0,0,7,0,0,1,1,0,3,0,4,1,0,0,10,0,1,0,0,france
6,21,7,6,2,0,0,0,0,0,12,0,0,0,0,0,1,0,3,1,0,0,9,0,0,0,0,spain
0,29,15,13,0,0,0,0,0,0,2,0,0,0,1,0,2,0,8,1,0,0,14,0,0,0,0,england
2,25,8,6,3,0,0,0,0,0,3,0,0,0,0,0,2,0,1,1,0,0,4,1,0,0,1,france
4,23,7,6,2,1,1,0,0,0,3,0,0,0,0,0,4,1,3,1,2,1,5,0,0,0,1,italy
2,29,9,8,6,0,0,0,0,0,8,0,0,0,0,0,2,0,2,1,0,0,16,0,0,0,0,italy
6,11,8,5,4,1,1,0,0,0,8,0,0,0,0,1,3,4,2,0,0,1,10,0,0,0,0,spain
4,26,4,7,3,0,0,0,0,0,6,0,0,0,0,0,5,0,3,0,1,0,7,0,0,0,0,france
3,27,7,1,2,0,0,0,0,0,8,0,0,0,1,0,4,0,1,0,0,0,8,0,0,0,0,spain
3,35,6,5,4,0,1,0,0,0,9,0,0,0,0,0,4,0,1,0,0,1,6,0,0,0,0,italy
1,19,9,3,2,0,0,0,0,0,4,0,0,1,1,0,2,1,2,0,0,0,14,0,0,0,0,england
4,30,3,3,6,0,0,0,0,0,15,0,0,0,0,0,1,1,4,0,0,0,8,0,0,0,0,italy
4,36,15,5,4,0,0,0,0,0,7,0,0,0,0,0,8,0,2,0,1,0,10,0,1,1,0,spain
2,27,10,5,2,0,1,0,0,0,10,0,0,0,0,0,2,0,3,0,0,1,10,0,0,0,0,italy
4,30,9,4,3,1,1,0,0,0,7,0,0,0,0,0,2,1,1,0,0,1,4,0,1,0,1,italy
4,22,10,4,5,0,0,0,0,0,12,0,0,0,0,0,3,0,1,2,1,0,10,0,0,0,0,spain
6,22,4,5,5,0,0,0,0,0,5,0,0,0,0,1,0,1,2,0,1,0,6,0,0,0,0,spain
1,16,9,5,4,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0,0,0,16,0,0,0,0,england
2,23,13,6,6,0,0,0,0,0,10,0,0,0,0,1,1,1,0,2,0,0,6,0,0,0,0,italy
6,25,8,4,4,0,0,0,0,0,9,0,0,0,0,1,0,2,0,1,2,0,5,0,0,0,0,spain
1,24,10,2,6,0,0,0,0,0,8,0,0,0,0,1,2,0,0,0,0,0,6,0,1,0,1,france
3,30,9,4,6,0,1,0,0,0,11,0,0,0,0,0,1,1,2,1,0,1,10,0,0,0,1,germany
4,14,11,8,3,0,1,0,0,0,7,0,0,0,1,0,5,1,4,0,0,1,9,0,0,0,0,france
2,30,11,5,4,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,germany
0,32,6,10,3,0,0,0,0,0,14,0,0,0,0,0,2,0,2,0,0,0,9,0,0,0,0,italy
5,27,7,4,6,0,0,0,0,0,12,0,0,0,0,0,0,1,1,2,1,0,10,1,0,0,0,spain
6,19,4,5,1,0,0,0,0,0,2,0,0,0,1,0,3,1,6,0,1,0,13,0,0,0,0,france
3,21,12,1,1,0,0,0,0,0,7,0,0,0,0,1,0,0,3,0,1,0,6,0,0,0,0,england
3,17,9,4,3,0,0,0,0,0,7,0,0,0,0,0,2,2,3,0,0,0,11,0,0,0,0,france
3,30,7,2,3,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,1,0,8,0,0,0,0,france
4,24,11,5,6,0,0,0,0,0,6,0,0,0,0,1,5,0,4,0,2,0,6,0,1,0,0,spain
1,21,5,7,3,2,1,0,0,0,6,0,0,0,0,0,0,0,1,1,0,1,10,0,0,1,0,france
4,18,13,6,1,0,1,0,0,0,13,0,0,0,0,0,2,1,2,1,2,1,9,0,0,0,0,germany
4,34,5,4,6,0,0,0,0,0,4,0,0,0,0,0,3,0,3,1,1,0,14,0,0,0,0,italy
2,13,7,3,2,0,0,0,0,0,8,0,0,0,0,0,2,0,3,0,0,0,12,0,0,0,0,england
4,23,13,2,4,0,0,0,0,0,8,0,0,0,0,1,3,0,1,0,2,0,18,0,1,0,1,england
0,33,8,5,5,0,0,0,0,0,11,0,0,0,0,0,2,0,1,1,0,0,9,0,0,0,0,germany
4,28,7,13,6,0,0,0,0,0,7,0,0,0,0,0,0,0,2,1,0,0,6,0,0,0,1,france
0,25,10,3,2,0,0,0,0,0,6,0,0,0,0,0,2,0,1,0,1,0,15,0,0,0,0,england
3,20,9,2,3,0,0,0,0,0,12,0,0,0,2,1,2,0,2,1,0,0,4,0,0,0,0,england
4,20,4,7,2,0,0,0,0,0,9,0,0,0,0,0,3,0,2,0,0,0,7,0,0,0,0,germany
3,27,8,6,8,0,0,0,0,0,16,0,0,1,0,1,4,0,1,1,0,0,4,0,0,0,0,spain
1,35,4,8,4,0,1,0,0,0,6,0,0,0,0,0,0,0,2,0,1,1,5,1,0,0,0,germany
4,24,7,2,5,0,0,0,0,0,9,0,0,0,0,0,3,1,2,0,0,1,8,1,0,0,0,england
9,21,6,5,1,0,0,0,0,0,9,0,0,0,0,0,2,0,1,0,0,1,6,0,0,0,0,england
3,21,7,5,6,0,0,0,0,0,13,0,0,0,1,0,0,0,3,1,2,0,7,0,0,0,0,spain
3,33,10,4,7,0,0,0,0,0,8,0,0,0,0,0,1,0,1,1,2,0,11,1,0,0,0,germany
1,18,7,3,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,9,0,0,0,0,england
1,23,3,5,6,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,10,0,1,0,0,italy
4,26,14,2,4,0,0,0,0,0,15,0,0,1,0,0,3,0,4,1,2,0,10,0,0,0,0,germany
2,36,11,3,5,0,0,0,0,0,8,0,0,0,1,1,1,0,1,0,0,0,9,0,0,0,1,italy
1,24,13,8,4,1,0,0,0,0,10,0,0,0,1,1,1,0,3,0,1,0,4,0,0,0,0,england
4,33,9,5,5,0,1,0,0,0,6,0,0,0,0,1,2,0,2,1,2,1,5,2,0,0,0,france
5,32,6,5,2,0,0,0,0,0,16,0,0,0,0,0,1,2,4,0,0,0,7,0,0,0,0,germany
5,19,12,5,4,1,2,0,0,0,10,0,0,0,0,0,1,0,4,0,1,2,13,0,0,0,0,italy
0,23,12,3,9,0,0,0,0,0,6,0,0,0,0,1,3,1,2,0,0,0,13,0,0,0,0,spain
2,36,6,4,4,0,0,0,0,0,8,0,0,0,1,0,2,0,1,1,1,0,13,0,0,0,1,italy
3,16,8,2,3,0,0,0,0,0,8,0,0,0,1,1,2,0,2,1,1,1,10,0,0,0,1,england
7,24,9,3,4,0,1,0,0,0,10,0,0,0,1,0,1,0,1,0,0,1,5,0,0,0,1,spain
2,18,14,11,6,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,12,0,0,0,0,spain
6,21,10,6,4,0,1,0,0,0,12,0,0,0,0,1,5,0,3,0,0,1,8,0,1,0,0,italy
2,25,13,7,8,0,0,0,0,0,10,0,0,0,1,0,5,1,2,0,1,0,10,0,0,0,0,italy
2,34,10,4,4,0,0,0,0,0,16,0,0,0,1,0,4,0,1,0,0,0,7,0,0,0,0,france
5,14,13,1,5,0,0,0,0,0,12,0,0,0,0,0,5,1,2,1,2,0,13,0,0,0,0,italy
2,24,9,5,2,0,0,0,0,0,7,0,0,0,1,0,4,1,3,0,0,0,14,0,0,0,0,italy
2,25,10,4,5,0,0,0,0,0,7,0,0,0,1,0,3,0,4,0,2,0,5,0,0,0,0,spain
2,33,6,1,4,0,0,0,0,0,7,0,0,1,0,0,0,1,1,0,1,0,7,0,0,0,0,france
5,31,6,2,8,0,0,0,0,0,11,0,0,1,1,0,5,0,0,1,0,0,6,0,0,0,0,spain
1,23,12,3,2,0,0,0,0,0,15,0,0,0,0,0,2,0,0,0,0,0,7,0,1,0,0,germany
2,30,8,4,2,1,0,0,0,0,12,0,0,0,0,0,2,1,3,1,1,0,8,0,0,0,0,france
2,33,5,5,6,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,4,0,5,0,0,1,0,germany
3,30,11,2,7,0,2,0,0,0,7,0,0,0,0,0,2,1,0,0,0,2,9,0,0,0,0,france
2,30,11,3,5,0,0,0,0,0,4,0,0,0,0,0,2,0,2,0,0,0,9,0,0,0,0,germany
2,29,11,6,5,0,1,0,0,0,6,0,0,0,0,0,1,0,1,0,0,1,9,0,0,0,0,italy
1,26,10,4,4,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,france
3,24,10,4,5,0,0,0,0,0,8,0,0,0,0,1,5,0,0,1,2,0,11,0,0,0,0,france
3,26,14,8,4,0,0,0,0,0,18,0,0,1,1,0,3,1,3,0,1,0,8,0,0,0,1,germany
3,23,14,5,5,1,0,0,0,0,5,0,0,1,0,1,2,0,0,0,1,0,7,0,0,0,0,spain
3,27,12,6,3,0,1,0,0,0,2,0,0,1,0,0,3,0,1,0,1,1,11,0,0,0,0,germany
3,20,6,8,5,0,0,0,0,0,5,0,0,0,0,0,2,1,4,0,0,0,6,1,0,0,0,spain
0,24,6,4,4,0,0,0,0,0,8,0,0,1,0,1,2,0,1,0,0,0,6,0,0,0,0,germany
2,35,7,6,6,0,1,0,0,0,4,0,0,0,0,0,1,0,0,1,1,1,7,0,0,0,0,italy
1,27,12,3,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,spain
6,33,12,2,6,0,1,0,0,0,8,0,0,0,0,1,2,3,3,1,1,1,7,0,0,0,1,germany
4,28,19,4,3,0,0,0,0,0,13,0,0,0,0,0,2,0,3,0,0,0,16,1,0,0,0,italy
3,23,3,3,4,0,0,0,0,0,4,0,0,0,0,0,2,0,2,1,1,0,8,0,0,0,0,spain
1,30,7,5,5,1,0,0,0,0,9,0,0,0,0,0,1,1,0,0,0,0,4,0,1,0,0,france
2,26,12,7,5,0,0,0,0,0,11,0,0,1,1,0,2,1,1,0,1,0,3,0,0,0,0,france
1,20,7,6,7,0,1,0,0,0,11,0,0,0,0,0,0,0,1,2,0,1,2,0,1,0,0,spain
4,22,9,5,6,0,1,0,0,0,7,0,0,0,0,0,5,0,2,0,0,1,8,0,1,0,0,france
4,15,4,3,5,0,0,0,0,0,9,0,0,0,1,0,6,1,1,0,1,0,17,0,0,0,0,italy
0,24,10,10,8,1,0,0,0,0,7,0,0,0,1,0,2,0,1,1,0,0,13,0,3,0,0,italy
6,5,8,7,6,0,1,0,0,0,14,0,0,0,1,0,1,0,2,0,1,1,13,0,0,0,1,spain
6,24,7,4,6,0,0,0,0,0,5,0,0,0,0,0,1,0,3,1,2,0,12,0,1,0,3,italy
2,20,11,5,2,0,0,0,0,0,15,0,0,1,0,1,2,1,6,1,1,0,7,0,0,0,0,germany
2,22,17,2,3,0,1,0,0,0,8,0,0,0,0,1,2,0,2,2,1,1,7,0,0,0,0,france
2,32,12,9,6,0,0,0,0,0,11,0,0,0,0,0,2,2,0,0,0,0,9,0,0,0,0,france
3,28,9,3,10,0,1,0,0,0,5,0,0,0,0,0,4,1,0,0,1,1,6,0,0,0,0,spain
0,25,13,5,5,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,1,0,11,0,0,0,0,italy
4,19,8,4,3,0,0,0,0,0,10,0,0,1,1,0,2,0,3,1,0,0,11,0,0,0,0,france
4,14,14,7,2,0,0,0,0,0,9,0,0,0,0,0,6,0,2,0,0,0,19,0,0,0,0,spain
1,27,9,3,2,0,1,0,0,0,8,0,0,0,0,0,3,0,2,0,1,1,6,0,0,0,0,spain
0,29,7,3,4,0,0,0,0,0,7,0,0,0,1,0,1,0,2,1,0,0,14,0,0,0,0,italy
3,3,14,2,4,0,1,0,0,0,7,0,0,0,0,0,1,0,4,0,3,1,9,1,0,0,0,italy
2,21,10,3,4,0,0,0,0,0,12,0,0,1,0,2,0,0,2,0,1,0,9,0,1,0,0,germany
5,24,7,3,8,0,1,0,0,0,6,0,0,0,0,0,1,0,2,0,1,1,9,0,0,0,0,italy
4,18,9,8,0,0,0,0,0,0,8,0,0,0,0,0,5,0,2,0,1,0,6,2,0,0,0,spain
3,15,14,5,4,0,0,0,0,0,7,0,0,0,0,0,3,1,4,1,2,1,9,0,0,0,0,england
1,21,11,6,5,0,0,0,0,0,7,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,england
2,24,15,6,5,0,1,0,0,0,8,0,0,0,0,0,2,0,4,0,2,1,13,0,0,0,0,italy
3,24,8,3,7,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,2,0,9,0,0,0,0,england
2,22,5,9,3,0,0,0,0,0,5,0,0,0,1,0,2,0,0,0,1,0,9,0,0,0,1,france
2,20,9,5,3,1,0,0,0,0,6,0,0,1,0,1,2,0,1,0,3,0,16,0,1,0,0,england
0,27,15,2,3,0,0,0,0,0,16,0,0,0,1,0,1,2,4,0,2,0,9,0,0,0,0,england
2,13,15,5,1,0,0,0,0,0,4,0,0,0,1,1,0,0,1,0,1,0,19,0,0,0,0,england
1,28,11,5,5,1,0,0,0,0,1,0,0,1,1,0,2,0,0,1,0,0,10,0,0,0,0,france
2,20,14,2,0,0,0,0,0,0,13,0,0,1,0,0,3,0,3,0,3,0,11,0,1,0,0,england
3,25,7,4,3,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,2,0,12,0,0,0,0,england
1,28,13,3,3,0,0,0,0,0,5,0,0,1,1,0,2,0,3,0,1,0,9,0,0,0,0,france
2,29,12,4,3,0,1,0,0,0,9,0,0,0,0,0,1,0,2,0,0,1,15,0,0,0,0,italy
1,18,11,1,2,0,0,0,0,0,2,0,0,0,0,0,0,4,2,1,1,0,6,0,0,0,0,france
3,37,11,9,7,0,0,0,0,0,17,0,0,0,1,0,4,0,0,0,0,0,7,1,1,0,0,italy
2,34,10,6,9,0,1,0,0,0,8,0,0,0,0,0,2,1,2,0,0,1,10,0,0,0,0,italy
4,32,8,5,6,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,2,0,14,0,1,0,0,italy
4,22,11,8,4,0,0,0,0,0,14,0,0,0,0,0,2,0,3,1,0,0,7,0,0,0,0,france
4,18,12,4,2,0,0,0,0,0,6,0,0,0,0,0,6,2,2,1,0,0,10,0,0,0,0,france
3,21,11,7,6,0,0,0,0,0,9,0,0,0,1,0,4,0,3,0,2,0,10,0,0,0,0,france
1,23,10,3,8,0,1,0,0,0,9,0,0,1,1,0,0,1,4,0,0,1,17,0,1,0,0,italy
3,30,13,13,8,0,0,0,0,0,4,0,0,0,0,0,2,1,0,1,1,0,9,0,0,0,0,italy
4,31,5,9,2,1,0,0,0,0,9,0,0,0,1,0,0,0,0,0,1,0,6,0,1,1,0,france
1,32,12,5,8,0,0,0,0,0,12,0,0,0,0,0,2,1,0,0,1,0,13,0,1,0,0,italy
2,28,6,6,6,0,0,0,0,0,5,0,0,0,1,0,2,2,0,0,0,0,7,0,0,2,0,italy
1,44,3,6,4,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,14,0,0,0,1,italy
0,22,14,2,3,0,0,0,0,0,7,0,0,0,1,1,3,1,2,1,0,0,8,0,0,0,0,england
3,24,13,7,3,1,0,0,0,0,5,0,0,1,0,1,1,1,4,3,1,0,6,1,0,0,0,france
3,19,6,1,3,1,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,2,13,0,0,0,0,england
1,23,12,2,4,0,0,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,6,2,1,0,0,france
3,17,10,4,6,0,0,0,0,0,8,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,0,spain
6,24,9,6,3,0,2,0,0,0,10,0,0,0,2,2,2,0,1,1,0,2,12,0,0,0,0,germany
3,27,12,3,5,0,0,0,0,0,9,0,0,2,0,0,3,0,2,0,0,0,12,0,0,0,1,germany
0,25,6,6,2,0,0,0,0,0,9,0,0,0,0,0,1,0,1,0,0,0,7,0,1,0,0,germany
0,29,11,6,6,0,0,0,0,0,4,0,0,0,0,0,1,2,1,0,1,0,4,1,0,0,0,italy
2,26,10,7,4,0,0,0,0,0,10,0,0,1,1,0,2,0,1,1,2,0,8,0,1,0,0,spain
2,21,13,6,2,0,0,0,0,0,9,0,0,0,0,0,1,1,2,1,1,0,7,0,0,0,0,england
0,22,6,1,1,1,0,0,0,0,5,0,0,0,0,0,3,1,1,1,0,0,8,0,0,0,0,france
2,22,14,1,3,0,0,0,0,0,13,0,0,0,0,0,1,1,1,1,2,0,11,0,0,0,1,england
0,27,14,6,2,0,0,0,0,0,7,0,0,0,0,0,2,0,3,0,0,0,3,0,0,0,0,germany
2,17,14,3,2,3,1,0,0,0,4,0,0,1,0,0,2,0,2,1,0,1,11,0,0,0,0,france
6,22,9,6,6,0,1,0,0,0,12,0,0,0,1,0,1,1,1,0,3,1,12,0,0,0,0,germany
1,20,16,5,1,0,0,0,0,0,10,0,0,1,1,1,2,0,6,0,1,0,6,1,0,0,0,england
2,21,7,7,4,0,0,0,0,0,6,0,0,0,1,0,4,0,2,0,0,0,3,0,0,0,0,spain
3,36,11,10,5,0,1,0,0,0,10,0,0,0,0,0,0,0,3,0,2,1,14,0,0,0,0,germany
1,31,7,1,3,0,0,0,0,0,8,0,0,1,0,1,2,0,0,1,0,0,11,0,0,0,0,germany
0,34,12,3,6,0,0,0,0,0,8,0,0,0,0,0,2,0,2,0,0,0,10,2,0,0,0,france
3,16,10,2,1,0,0,0,0,0,11,0,0,0,0,0,3,0,2,1,1,1,6,0,0,0,0,england
1,26,11,3,10,1,0,0,0,0,10,0,0,0,0,0,2,0,2,0,2,0,5,0,0,0,0,france
0,35,8,5,12,0,0,0,0,0,2,0,0,0,0,1,0,0,3,2,0,0,4,0,0,0,0,spain
3,24,8,6,3,1,0,0,0,0,5,0,0,0,0,0,2,0,3,0,0,0,3,0,1,0,0,france
2,24,7,0,5,0,0,0,0,0,6,0,0,0,0,0,2,2,4,0,3,0,7,0,1,0,0,france
1,26,8,3,3,1,0,0,0,0,12,0,0,0,0,0,2,0,3,0,0,0,9,0,0,0,0,england
1,20,12,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,1,0,0,14,0,0,0,0,england
2,15,8,4,2,1,0,0,0,0,4,0,0,1,0,0,1,0,0,2,0,0,9,0,0,0,0,france
4,23,14,2,4,0,0,0,0,0,16,0,0,1,1,0,4,1,2,2,2,0,7,0,0,0,0,england
4,32,7,8,5,0,0,0,0,0,5,0,0,0,0,0,3,0,1,0,3,0,7,0,0,0,0,spain
2,22,12,10,6,0,0,0,0,0,9,0,0,0,0,1,2,0,1,1,0,0,10,0,0,0,0,italy
4,15,9,5,2,0,0,0,0,0,5,0,0,0,0,0,1,0,4,1,0,0,11,0,0,0,1,england
2,26,9,7,4,0,0,0,0,0,7,0,0,0,3,0,2,0,3,0,3,0,13,0,0,0,0,italy
3,39,8,4,6,0,1,0,0,0,3,0,0,0,0,0,2,0,3,0,0,1,10,1,0,0,1,italy
1,34,9,8,11,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,1,0,5,0,0,0,0,spain
2,21,7,6,7,0,0,0,0,0,5,0,0,0,0,0,4,1,0,1,0,0,11,0,0,0,1,spain
2,22,13,3,7,0,0,0,0,0,8,0,0,0,0,0,2,0,3,0,0,0,10,1,0,0,0,germany
0,31,8,8,7,0,0,0,0,0,4,0,0,0,0,0,2,0,2,0,0,0,12,0,0,0,0,italy
2,21,8,2,7,0,1,0,0,0,6,0,0,0,0,0,2,2,2,0,0,1,12,0,1,0,0,france
4,42,10,4,5,0,0,0,0,0,7,0,0,0,0,0,4,0,1,2,3,0,13,0,0,0,0,italy
3,28,9,5,5,0,0,0,0,0,10,0,0,0,0,0,3,0,7,0,0,0,8,0,0,0,0,spain
2,27,14,2,8,0,0,0,0,0,10,0,0,0,2,0,1,0,1,0,2,0,16,0,1,0,0,spain
1,17,13,2,7,0,1,0,0,0,7,0,0,0,0,2,3,0,1,0,1,1,9,0,1,0,0,italy
2,31,15,3,4,0,0,0,0,0,7,0,0,0,0,0,2,0,1,0,3,0,8,1,0,0,0,germany
2,13,10,9,1,0,0,0,0,0,4,0,0,0,1,0,4,0,3,0,0,0,15,0,0,0,0,england
5,35,7,5,5,1,1,0,0,0,8,0,0,0,0,0,1,1,4,0,2,1,5,2,0,0,0,france
6,30,16,2,5,0,0,0,0,0,9,0,0,0,1,0,0,1,1,0,2,0,11,0,0,0,0,italy
2,35,8,5,4,0,0,0,0,0,6,0,0,1,0,1,2,0,1,1,1,0,17,0,0,0,0,italy
3,21,8,3,5,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,1,italy
3,15,8,5,1,0,0,0,0,0,6,0,0,1,1,1,3,0,1,0,1,0,15,0,0,0,0,france
2,14,20,2,3,0,0,0,0,0,11,0,0,0,1,0,4,1,3,0,1,0,12,0,0,0,0,england
5,24,9,2,3,0,0,0,0,0,7,0,0,0,1,0,2,0,0,1,0,0,6,0,0,0,0,spain
7,15,12,9,1,0,1,0,0,0,9,0,0,1,0,0,2,0,1,0,2,1,9,0,0,0,1,italy
4,24,10,6,7,0,0,0,0,0,8,0,0,0,0,0,2,2,2,2,0,0,7,1,1,0,0,spain
3,22,12,5,4,0,0,0,0,0,10,0,0,1,0,1,3,0,0,0,0,0,10,0,0,0,0,germany
4,19,10,3,5,0,0,0,0,0,6,0,0,0,0,1,1,0,2,0,2,0,14,0,0,0,0,italy
1,25,10,4,1,0,0,0,0,0,5,0,0,0,0,1,4,0,1,1,1,0,6,0,1,0,1,france
1,21,7,5,4,0,0,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,12,2,0,0,0,italy
6,14,6,10,5,0,0,0,0,0,17,0,0,0,0,0,2,0,1,0,0,0,9,0,0,0,0,spain
3,31,9,5,9,0,0,0,0,0,10,0,0,0,1,0,3,0,3,0,3,0,7,0,0,0,1,germany
5,25,12,8,5,0,0,0,0,0,9,0,0,0,0,1,1,1,0,1,2,0,10,0,0,0,0,france
3,31,17,6,8,0,1,0,0,0,12,0,0,0,1,0,1,1,1,0,0,1,20,1,1,0,0,italy
3,26,18,2,4,0,0,0,0,0,12,0,0,0,1,0,6,1,1,2,3,0,11,0,0,0,0,spain
1,26,6,5,3,0,0,0,0,0,4,0,0,0,1,0,1,0,3,0,0,0,8,0,1,1,0,spain
6,25,8,6,1,0,0,0,0,0,10,0,0,0,0,0,1,2,2,0,1,0,5,0,0,0,1,france
2,22,8,5,2,0,0,0,0,0,8,0,0,0,0,0,1,1,0,0,0,0,5,1,0,0,0,france
3,27,10,4,4,1,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,france
1,36,8,11,8,0,0,0,0,0,6,0,0,0,0,0,0,1,3,0,0,0,14,0,0,0,0,france
2,31,8,6,6,0,0,0,0,0,9,0,0,0,0,0,2,1,4,0,0,0,11,0,0,0,0,germany
1,22,11,9,2,0,0,0,0,0,4,0,0,0,2,1,2,0,0,0,1,0,9,0,0,0,0,germany
3,26,11,6,1,1,0,0,0,0,5,0,0,1,1,0,2,0,0,0,1,1,14,0,0,0,0,england
2,24,10,9,6,0,0,0,0,0,9,0,0,1,0,0,1,0,4,0,0,0,7,0,0,0,0,germany
3,21,14,8,5,0,0,0,0,0,10,0,0,0,0,1,6,1,1,0,1,0,12,0,0,0,2,england
6,27,13,2,2,0,0,0,0,0,9,0,0,0,0,1,0,0,1,1,0,0,12,0,0,0,0,england
2,33,13,5,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,germany
1,20,9,2,3,0,0,0,0,0,10,0,0,0,0,0,2,0,2,0,0,0,12,0,0,0,0,england
4,24,11,6,1,0,0,0,0,0,13,0,0,0,1,1,0,1,2,2,1,0,7,0,0,0,1,spain
1,20,15,3,5,0,0,0,0,0,10,0,0,0,1,0,3,0,5,1,2,0,17,0,0,0,0,england
4,26,5,11,4,0,0,0,0,0,7,0,0,0,0,1,3,0,1,0,0,0,12,0,0,0,0,england
4,21,11,3,6,0,0,0,0,0,6,0,0,0,0,0,1,1,2,0,1,0,10,0,1,0,0,england
